75CSV  	
// AQ6375 OPTICAL SPECTRUM ANALYZER //                  
25
"CTRWL",1560.000000
"SPAN",  30.000000
"START WL",1545.000000
"STOP WL",1575.000000
"WLFREQ", 0
"REFL", -34.400
"LSCL",-10.0
"BASEL",0.00000000000
"RESLN",0.050
"AVG",   1
"SMPLAUTO",      2
"SMPL",       3001
"SMPLINTVL",0.0100
"HI1_CHOP"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"RESPARM", 8747
"FREQPARM", 8747
"WNUMPARM", 8747




"[TRACE DATA]"
1545.0000,1.139E-006
1545.0100,1.093E-006
1545.0200,1.111E-006
1545.0300,1.073E-006
1545.0400,1.073E-006
1545.0500,1.097E-006
1545.0600,1.019E-006
1545.0700,1.080E-006
1545.0800,1.109E-006
1545.0900,1.107E-006
1545.1000,1.072E-006
1545.1100,1.112E-006
1545.1200,1.157E-006
1545.1300,1.160E-006
1545.1400,1.190E-006
1545.1500,1.263E-006
1545.1600,1.325E-006
1545.1700,1.333E-006
1545.1800,1.345E-006
1545.1900,1.373E-006
1545.2000,1.396E-006
1545.2100,1.428E-006
1545.2200,1.471E-006
1545.2300,1.447E-006
1545.2400,1.474E-006
1545.2500,1.478E-006
1545.2600,1.487E-006
1545.2700,1.457E-006
1545.2800,1.429E-006
1545.2900,1.404E-006
1545.3000,1.358E-006
1545.3100,1.361E-006
1545.3200,1.284E-006
1545.3300,1.247E-006
1545.3400,1.211E-006
1545.3500,1.161E-006
1545.3600,1.136E-006
1545.3700,1.095E-006
1545.3800,1.084E-006
1545.3900,1.045E-006
1545.4000,1.030E-006
1545.4100,1.013E-006
1545.4200,1.008E-006
1545.4300,9.713E-007
1545.4400,8.940E-007
1545.4500,8.971E-007
1545.4600,8.831E-007
1545.4700,8.500E-007
1545.4800,8.318E-007
1545.4900,8.703E-007
1545.5000,8.031E-007
1545.5100,8.195E-007
1545.5200,7.842E-007
1545.5300,7.278E-007
1545.5400,6.655E-007
1545.5500,6.761E-007
1545.5600,6.562E-007
1545.5700,6.225E-007
1545.5800,6.298E-007
1545.5900,5.726E-007
1545.6000,5.576E-007
1545.6100,5.472E-007
1545.6200,5.036E-007
1545.6300,4.942E-007
1545.6400,4.469E-007
1545.6500,4.421E-007
1545.6600,4.267E-007
1545.6700,4.276E-007
1545.6800,4.121E-007
1545.6900,3.871E-007
1545.7000,3.555E-007
1545.7100,3.655E-007
1545.7200,2.910E-007
1545.7300,3.379E-007
1545.7400,3.434E-007
1545.7500,3.201E-007
1545.7600,2.805E-007
1545.7700,2.690E-007
1545.7800,2.921E-007
1545.7900,2.795E-007
1545.8000,2.373E-007
1545.8100,2.481E-007
1545.8200,2.429E-007
1545.8300,2.637E-007
1545.8400,2.429E-007
1545.8500,2.248E-007
1545.8600,2.214E-007
1545.8700,2.072E-007
1545.8800,2.337E-007
1545.8900,2.177E-007
1545.9000,1.840E-007
1545.9100,1.605E-007
1545.9200,1.908E-007
1545.9300,1.436E-007
1545.9400,1.573E-007
1545.9500,1.721E-007
1545.9600,1.189E-007
1545.9700,1.383E-007
1545.9800,1.361E-007
1545.9900,1.103E-007
1546.0000,1.159E-007
1546.0100,1.060E-007
1546.0200,8.634E-008
1546.0300,1.153E-007
1546.0400,1.187E-007
1546.0500,1.312E-007
1546.0600,1.514E-007
1546.0700,7.326E-008
1546.0800,9.378E-008
1546.0900,8.131E-008
1546.1000,7.212E-008
1546.1100,1.260E-007
1546.1200,8.887E-008
1546.1300,8.301E-008
1546.1400,7.856E-008
1546.1500,9.963E-008
1546.1600,1.045E-007
1546.1700,8.172E-008
1546.1800,9.296E-008
1546.1900,5.387E-008
1546.2000,9.374E-008
1546.2100,5.402E-008
1546.2200,6.984E-008
1546.2300,7.162E-008
1546.2400,5.843E-008
1546.2500,5.585E-008
1546.2600,6.329E-008
1546.2700,5.818E-008
1546.2800,9.979E-008
1546.2900,1.431E-008
1546.3000,1.107E-008
1546.3100,7.426E-008
1546.3200,4.948E-008
1546.3300,9.712E-009
1546.3400,3.523E-009
1546.3500,1.457E-008
1546.3600,5.125E-008
1546.3700,2.285E-009
1546.3800,1.600E-008
1546.3900,5.394E-008
1546.4000,2.838E-009
1546.4100,2.359E-008
1546.4200,1.219E-008
1546.4300,-1.092E-008
1546.4400,-1.833E-008
1546.4500,-1.957E-008
1546.4600,-5.876E-008
1546.4700,-1.697E-008
1546.4800,3.659E-008
1546.4900,-1.596E-008
1546.5000,5.394E-009
1546.5100,-1.864E-008
1546.5200,1.070E-008
1546.5300,4.490E-008
1546.5400,5.813E-008
1546.5500,6.182E-008
1546.5600,2.268E-008
1546.5700,2.331E-008
1546.5800,4.659E-008
1546.5900,1.474E-008
1546.6000,2.582E-008
1546.6100,2.053E-008
1546.6200,6.814E-008
1546.6300,9.016E-008
1546.6400,5.224E-008
1546.6500,6.513E-008
1546.6600,6.619E-009
1546.6700,6.024E-008
1546.6800,7.520E-008
1546.6900,9.760E-009
1546.7000,5.627E-008
1546.7100,7.668E-008
1546.7200,1.285E-007
1546.7300,1.251E-007
1546.7400,1.021E-007
1546.7500,1.030E-007
1546.7600,6.874E-008
1546.7700,1.112E-007
1546.7800,1.081E-007
1546.7900,8.566E-008
1546.8000,1.062E-007
1546.8100,9.521E-008
1546.8200,1.059E-007
1546.8300,1.398E-007
1546.8400,1.396E-007
